"","KIDSDRIV","HOMEKIDS","PARENT1","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","URBANICITY","AGE","YOJ","INCOME","HOME_VAL","CAR_AGE","TARGET_FLAG","TARGET_AMT"
"8683",0,0,FALSE,FALSE,FALSE,4,Home Maker,26,TRUE,22490,11,Minivan,FALSE,0,0,FALSE,1,TRUE,44,0,0,0,15,FALSE,0
"8684",0,0,FALSE,TRUE,TRUE,2,Professional,76,FALSE,27660,6,Panel Truck,FALSE,0,0,FALSE,2,TRUE,49,13,96057,245655,9,FALSE,0
"8685",0,0,FALSE,FALSE,TRUE,3,Professional,29,TRUE,11040,1,Minivan,TRUE,9788,2,FALSE,3,TRUE,35,5,37684,155474,9,FALSE,0
"8686",0,0,FALSE,FALSE,TRUE,2,Manager,54,TRUE,11230,1,Minivan,FALSE,5916,1,FALSE,1,TRUE,41,11,56281,179309,13,FALSE,0
"8687",0,1,FALSE,TRUE,TRUE,2,Manager,38,TRUE,14990,1,Minivan,TRUE,0,0,FALSE,0,TRUE,56,16,50384,191197,9,FALSE,0
"8688",0,0,FALSE,TRUE,TRUE,3,Lawyer,13,TRUE,13610,10,Minivan,FALSE,0,0,FALSE,2,TRUE,51,13,57910,229038,13,FALSE,0
"8689",0,1,FALSE,TRUE,TRUE,4,None,62,FALSE,22220,4,Van,FALSE,0,0,FALSE,0,FALSE,41,12,141776,352314,11,FALSE,0
"8690",0,4,FALSE,TRUE,FALSE,0,Clerical,15,TRUE,21430,10,Minivan,FALSE,0,0,FALSE,0,FALSE,38,19,30735,136298,4,FALSE,0
"8691",0,0,FALSE,TRUE,FALSE,1,Blue Collar,33,FALSE,24860,17,Minivan,FALSE,2131,1,FALSE,3,TRUE,51,8,104346,319207,1,FALSE,0
"8692",0,0,FALSE,TRUE,FALSE,3,Lawyer,12,TRUE,20880,1,Minivan,FALSE,6200,1,FALSE,3,FALSE,62,11,34580,195895,12,FALSE,0
"8693",0,0,FALSE,FALSE,FALSE,3,Lawyer,28,TRUE,11980,1,SUV,FALSE,0,0,FALSE,0,TRUE,47,8,130087,0,22,FALSE,0
"8694",0,0,FALSE,FALSE,FALSE,2,Blue Collar,14,FALSE,21420,1,Minivan,FALSE,0,0,FALSE,1,TRUE,47,9,59233,167038,8,FALSE,0
"8695",0,0,FALSE,TRUE,TRUE,1,Blue Collar,5,FALSE,19330,13,Van,FALSE,20463,1,TRUE,3,TRUE,53,11,91924,249756,8,FALSE,0
"8696",0,0,FALSE,TRUE,TRUE,2,Professional,24,TRUE,14220,10,Minivan,FALSE,0,0,FALSE,0,TRUE,47,12,60936,254729,10,FALSE,0
"8697",0,0,FALSE,TRUE,TRUE,2,Professional,43,FALSE,20050,1,Van,FALSE,0,0,FALSE,0,TRUE,53,8,132536,368061,9,FALSE,0
"8698",0,0,FALSE,FALSE,FALSE,3,Lawyer,24,TRUE,10690,7,Minivan,FALSE,0,0,TRUE,0,TRUE,55,12,41341,0,9,FALSE,0
"8699",0,0,FALSE,TRUE,FALSE,2,Home Maker,44,TRUE,9380,4,SUV,FALSE,0,0,FALSE,0,FALSE,41,7,37771,169247,11,FALSE,0
"8700",0,0,FALSE,FALSE,TRUE,4,Lawyer,10,TRUE,17180,7,Van,FALSE,0,0,FALSE,2,TRUE,56,13,112246,0,10,FALSE,0
"8701",0,0,FALSE,TRUE,FALSE,2,Manager,20,TRUE,19120,10,SUV,FALSE,0,0,FALSE,0,TRUE,38,7,94513,256582,14,FALSE,0
"8702",0,0,FALSE,TRUE,FALSE,3,Lawyer,11,TRUE,34460,6,Pickup,FALSE,0,0,FALSE,3,TRUE,56,12,146309,426818,15,FALSE,0
"8703",0,0,FALSE,FALSE,FALSE,1,Home Maker,40,TRUE,12860,4,SUV,FALSE,0,0,FALSE,0,FALSE,41,0,0,0,1,FALSE,0
"8704",0,0,FALSE,FALSE,FALSE,3,Lawyer,34,TRUE,10980,1,SUV,FALSE,5050,2,FALSE,0,TRUE,54,12,40818,0,15,FALSE,0
"8705",0,1,TRUE,FALSE,TRUE,2,Clerical,47,TRUE,4600,10,Minivan,FALSE,2118,1,FALSE,4,TRUE,31,8,30348,128843,9,FALSE,0
"8706",0,0,FALSE,TRUE,TRUE,1,Blue Collar,42,FALSE,27990,1,Minivan,FALSE,0,0,FALSE,0,FALSE,61,14,203920,488199,9,FALSE,0
"8707",0,0,FALSE,TRUE,TRUE,1,Student,20,TRUE,3030,1,Minivan,FALSE,6796,2,FALSE,0,TRUE,52,14,7356,0,7,FALSE,0
"8708",0,0,FALSE,FALSE,TRUE,3,Lawyer,24,TRUE,28390,4,Minivan,TRUE,0,0,FALSE,0,TRUE,39,10,111619,174194,16,FALSE,0
"8709",0,0,FALSE,FALSE,TRUE,1,Blue Collar,22,FALSE,16250,1,SUV,FALSE,6379,3,FALSE,8,TRUE,63,15,42209,0,9,TRUE,8781.96032343236
"8710",0,0,FALSE,FALSE,TRUE,2,Blue Collar,23,FALSE,18880,1,Van,TRUE,0,0,FALSE,3,TRUE,53,12,72537,0,1,FALSE,0
"8711",0,0,FALSE,TRUE,FALSE,1,Home Maker,49,TRUE,5700,7,SUV,FALSE,50807,3,FALSE,0,FALSE,41,0,0,0,7,FALSE,0
"8712",0,2,TRUE,FALSE,TRUE,1,Clerical,44,TRUE,5400,1,Pickup,TRUE,0,0,FALSE,0,FALSE,39,12,36143,0,10,FALSE,6.196757973477e-12
"8713",3,3,FALSE,TRUE,TRUE,2,Clerical,22,FALSE,22720,1,Panel Truck,TRUE,0,0,FALSE,0,FALSE,45,14,54391,219806,9,FALSE,1.21220780477878e-11
"8714",0,0,FALSE,TRUE,FALSE,3,Lawyer,38,TRUE,15630,15,SUV,FALSE,0,0,FALSE,0,TRUE,54,11,141318,411675,1,FALSE,0
"8715",0,0,FALSE,FALSE,TRUE,1,Blue Collar,33,TRUE,8470,1,Pickup,FALSE,0,0,FALSE,2,TRUE,35,12,58310,0,1,FALSE,0
"8716",0,0,FALSE,FALSE,FALSE,3,Manager,17,TRUE,15990,17,Minivan,FALSE,0,0,TRUE,0,TRUE,53,9,30012,0,15,FALSE,0
"8717",0,0,FALSE,TRUE,TRUE,1,Clerical,64,FALSE,8760,1,Pickup,TRUE,0,0,FALSE,0,FALSE,47,13,25620,141115,10,FALSE,0
"8718",0,0,FALSE,TRUE,FALSE,1,Clerical,50,TRUE,15490,1,SUV,FALSE,5375,2,FALSE,0,TRUE,40,14,25645,120237,1,FALSE,0
"8719",0,0,FALSE,FALSE,FALSE,1,Student,29,TRUE,17160,1,SUV,FALSE,0,0,FALSE,0,FALSE,54,0,0,0,1,FALSE,0
"8720",1,2,FALSE,TRUE,TRUE,0,Blue Collar,33,FALSE,21600,1,Van,TRUE,0,0,FALSE,0,TRUE,43,13,82356,244354,3,FALSE,0
"8721",0,2,FALSE,TRUE,FALSE,1,Clerical,30,TRUE,11100,4,Pickup,TRUE,1297,2,FALSE,0,TRUE,44,15,14041,122698,1,FALSE,0
"8722",0,2,FALSE,TRUE,FALSE,3,None,9,TRUE,11140,7,SUV,FALSE,0,0,FALSE,0,TRUE,30,12,103185,299281,15,FALSE,0
"8723",0,0,FALSE,TRUE,FALSE,2,Home Maker,44,TRUE,1500,11,Sports Car,FALSE,26452,2,FALSE,0,TRUE,50,0,0,88189,1,FALSE,0
"8724",0,2,FALSE,TRUE,FALSE,1,Clerical,46,TRUE,12900,1,SUV,FALSE,0,0,FALSE,1,TRUE,37,12,35738,138610,1,FALSE,0
"8725",0,0,FALSE,FALSE,TRUE,3,Lawyer,50,TRUE,2250,9,Minivan,TRUE,9155,4,FALSE,0,TRUE,52,11,63807,199353,12,FALSE,1.44718702571042e-12
"8726",2,2,FALSE,TRUE,FALSE,2,Home Maker,63,TRUE,10800,1,Minivan,FALSE,937,4,FALSE,0,TRUE,60,9,8287,160005,8,TRUE,3781.53775796127
"8727",0,0,FALSE,TRUE,TRUE,2,Manager,25,FALSE,19310,6,Van,TRUE,2576,1,FALSE,0,TRUE,44,10,61597,207095,4,FALSE,0
"8728",2,2,TRUE,FALSE,FALSE,1,Blue Collar,37,FALSE,20040,1,Sports Car,FALSE,0,0,TRUE,2,TRUE,42,8,57379,0,1,TRUE,7080.95020475911
"8729",1,2,FALSE,TRUE,TRUE,0,Blue Collar,34,TRUE,8870,1,Pickup,TRUE,0,0,FALSE,0,TRUE,38,12,35653,135668,1,FALSE,0
"8730",0,1,TRUE,FALSE,FALSE,2,Professional,30,TRUE,14870,10,Sports Car,FALSE,14954,3,FALSE,2,TRUE,38,7,46138,196543,7,FALSE,0
"8731",0,1,TRUE,FALSE,FALSE,3,Lawyer,49,TRUE,8640,8,SUV,FALSE,43725,3,TRUE,1,TRUE,34,9,37364,173675,1,TRUE,6203.33119941427
"8732",0,0,FALSE,TRUE,FALSE,1,Home Maker,33,TRUE,13570,7,Minivan,FALSE,0,0,FALSE,0,TRUE,54,0,0,81350,8,FALSE,0
"8733",0,0,FALSE,TRUE,TRUE,1,Student,18,FALSE,6880,6,Minivan,TRUE,0,0,FALSE,0,TRUE,47,13,654,0,1,FALSE,0
"8734",0,0,FALSE,FALSE,TRUE,3,Manager,5,FALSE,8510,1,Pickup,TRUE,0,0,FALSE,3,TRUE,50,11,70135,0,13,FALSE,0
"8735",0,1,FALSE,TRUE,TRUE,2,Professional,43,TRUE,14510,6,Minivan,FALSE,0,0,FALSE,0,TRUE,45,13,65940,231593,10,FALSE,0
"8736",0,0,FALSE,TRUE,FALSE,2,Manager,47,TRUE,9150,1,SUV,FALSE,0,0,FALSE,1,TRUE,47,9,108776,278542,2,FALSE,0
"8737",0,0,FALSE,TRUE,FALSE,2,Home Maker,48,TRUE,26500,13,Minivan,FALSE,0,0,FALSE,0,FALSE,45,10,60245,191309,9,FALSE,0
"8738",0,0,FALSE,FALSE,FALSE,1,Blue Collar,36,FALSE,13930,6,Sports Car,FALSE,0,0,FALSE,1,FALSE,44,10,34358,0,8,FALSE,0
"8739",0,0,FALSE,TRUE,FALSE,4,Doctor,34,TRUE,22300,4,Sports Car,FALSE,4634,2,FALSE,0,TRUE,60,14,105173,310049,13,FALSE,0
"8740",2,3,FALSE,TRUE,FALSE,2,Student,38,TRUE,10810,13,Sports Car,FALSE,0,0,TRUE,1,TRUE,45,7,3985,181752,14,TRUE,3945.29155148736
"8741",0,0,FALSE,FALSE,TRUE,3,Manager,43,TRUE,7300,1,Pickup,TRUE,9090,2,FALSE,0,TRUE,58,10,90672,0,12,FALSE,5.79477602061829e-12
"8742",0,2,FALSE,TRUE,FALSE,1,Student,50,TRUE,11650,1,SUV,FALSE,0,0,FALSE,0,FALSE,59,14,15210,147599,1,FALSE,0
"8743",0,0,FALSE,TRUE,FALSE,1,Student,31,FALSE,12530,6,Minivan,FALSE,2796,2,FALSE,7,TRUE,53,0,0,0,4,TRUE,4452.90667456623
"8744",0,0,FALSE,FALSE,FALSE,2,Professional,22,TRUE,25530,13,Van,FALSE,0,0,FALSE,0,TRUE,41,11,71537,182239,7,FALSE,0
"8745",2,3,FALSE,TRUE,TRUE,0,Student,50,TRUE,2480,1,Minivan,TRUE,3741,2,TRUE,3,TRUE,58,18,9750,0,1,TRUE,4781.61914116825
"8746",0,0,FALSE,TRUE,TRUE,1,Manager,24,FALSE,34580,13,Panel Truck,TRUE,0,0,FALSE,0,TRUE,49,13,106915,306616,12,FALSE,0
"8747",0,0,FALSE,TRUE,TRUE,2,Professional,39,TRUE,28790,1,Minivan,FALSE,0,0,FALSE,0,TRUE,56,8,59675,240945,15,FALSE,0
"8748",0,0,FALSE,TRUE,FALSE,3,Lawyer,24,TRUE,33290,6,Minivan,FALSE,0,0,FALSE,3,TRUE,53,0,0,64888,16,FALSE,0
"8749",0,1,FALSE,TRUE,FALSE,2,Blue Collar,56,FALSE,21820,4,Sports Car,FALSE,0,0,TRUE,1,FALSE,30,15,59388,183997,7,FALSE,0
"8750",0,3,TRUE,FALSE,TRUE,1,Student,41,FALSE,4100,1,Minivan,FALSE,0,0,FALSE,3,TRUE,26,0,0,0,1,TRUE,5711.12801807335
"8751",0,5,TRUE,FALSE,FALSE,0,Clerical,66,TRUE,6520,1,Sports Car,FALSE,0,0,TRUE,1,FALSE,34,15,16167,0,1,FALSE,1.11420475580214e-11
"8752",2,2,FALSE,TRUE,FALSE,3,Lawyer,64,TRUE,11240,1,SUV,FALSE,0,0,FALSE,0,TRUE,38,12,59395,209595,10,FALSE,0
"8753",0,0,FALSE,FALSE,FALSE,2,Manager,32,TRUE,11180,7,SUV,FALSE,5924,1,FALSE,1,TRUE,32,7,85402,0,11,FALSE,0
"8754",0,0,FALSE,TRUE,FALSE,1,Clerical,37,TRUE,25900,10,Minivan,FALSE,0,0,FALSE,0,FALSE,50,11,38462,189718,8,FALSE,0
"8755",0,3,FALSE,TRUE,FALSE,2,Blue Collar,45,FALSE,6000,6,SUV,FALSE,5528,1,FALSE,0,TRUE,45,17,61094,175634,10,FALSE,0
"8756",0,0,FALSE,TRUE,FALSE,1,Home Maker,35,TRUE,5220,6,Sports Car,FALSE,7714,2,FALSE,5,TRUE,35,11,2540,107045,1,TRUE,3541.87128170441
"8757",0,3,FALSE,TRUE,TRUE,1,Blue Collar,45,FALSE,9120,10,Pickup,TRUE,0,0,TRUE,1,TRUE,33,9,25953,185796,7,TRUE,4583.03327423342
"8758",1,2,TRUE,FALSE,FALSE,2,Professional,52,TRUE,20270,3,Pickup,FALSE,3255,2,FALSE,1,TRUE,43,11,76159,87400,9,FALSE,0
"8759",0,4,FALSE,TRUE,TRUE,1,Clerical,26,FALSE,7390,17,Pickup,TRUE,23866,2,FALSE,2,TRUE,34,12,24897,166510,7,FALSE,7.46098190587364e-13
"8760",2,2,FALSE,TRUE,FALSE,1,Professional,53,TRUE,12080,6,Minivan,FALSE,0,0,FALSE,0,TRUE,40,13,65759,236449,1,FALSE,0
"8761",0,2,FALSE,TRUE,FALSE,1,Home Maker,32,TRUE,5430,6,SUV,FALSE,0,0,TRUE,3,TRUE,33,0,0,0,9,TRUE,2116.07807762321
"8762",0,1,TRUE,FALSE,FALSE,1,Clerical,31,TRUE,14280,1,SUV,FALSE,0,0,FALSE,0,TRUE,33,4,25037,0,8,TRUE,4974.04292540911
"8763",0,0,FALSE,FALSE,TRUE,1,Manager,5,TRUE,15960,4,Minivan,FALSE,19115,2,TRUE,3,TRUE,36,11,39786,0,1,FALSE,0
"8764",0,1,FALSE,TRUE,FALSE,2,Professional,48,TRUE,18000,16,Pickup,FALSE,51345,3,TRUE,1,TRUE,34,11,62708,233154,1,FALSE,0
"8765",0,0,FALSE,FALSE,TRUE,3,Lawyer,43,TRUE,19220,1,Minivan,TRUE,0,0,FALSE,2,TRUE,48,8,102861,0,17,FALSE,0
"8766",0,0,FALSE,TRUE,TRUE,2,Professional,65,FALSE,24910,1,Panel Truck,TRUE,0,0,FALSE,2,TRUE,45,8,53420,190092,9,FALSE,0
"8767",0,2,FALSE,TRUE,FALSE,0,Blue Collar,5,TRUE,17120,6,Sports Car,FALSE,6680,1,FALSE,8,TRUE,45,15,31497,197502,3,FALSE,0
"8768",0,1,FALSE,TRUE,TRUE,2,Blue Collar,54,FALSE,21100,4,Van,TRUE,5495,3,FALSE,7,TRUE,33,10,83664,217763,8,TRUE,7033.15066624749
"8769",1,2,FALSE,TRUE,FALSE,0,Blue Collar,47,TRUE,7530,3,Sports Car,FALSE,0,0,FALSE,0,FALSE,38,14,22319,250551,4,FALSE,0
"8770",0,0,FALSE,FALSE,TRUE,4,Manager,30,FALSE,28560,4,Panel Truck,TRUE,785,2,FALSE,2,TRUE,59,13,210115,512934,14,FALSE,1.43351674790264e-11
"8771",0,0,FALSE,TRUE,TRUE,3,None,12,FALSE,30350,8,Panel Truck,TRUE,0,0,FALSE,1,TRUE,50,13,79941,215831,8,FALSE,0
"8772",1,1,TRUE,FALSE,TRUE,1,Clerical,57,TRUE,9030,6,Pickup,TRUE,0,0,FALSE,0,FALSE,41,5,34304,97504,1,FALSE,0
"8773",0,0,FALSE,TRUE,FALSE,1,Blue Collar,55,FALSE,26790,7,Minivan,FALSE,3960,2,FALSE,3,TRUE,46,12,33635,191957,8,FALSE,0
"8774",0,0,FALSE,TRUE,FALSE,1,Clerical,47,TRUE,19080,4,Minivan,FALSE,0,0,FALSE,0,FALSE,49,8,29844,179613,8,FALSE,0
"8775",0,2,TRUE,FALSE,TRUE,2,Professional,26,TRUE,18290,1,Van,FALSE,0,0,FALSE,0,FALSE,34,15,133937,343257,8,FALSE,9.55707624274265e-13
"8776",0,4,FALSE,TRUE,FALSE,2,Student,38,FALSE,20570,4,Pickup,FALSE,0,0,FALSE,2,TRUE,29,0,0,0,9,FALSE,0
"8777",0,0,FALSE,FALSE,TRUE,2,Clerical,34,TRUE,15050,3,Minivan,TRUE,0,0,FALSE,2,FALSE,43,7,58112,0,11,FALSE,0
"8778",3,3,FALSE,TRUE,TRUE,3,Manager,22,TRUE,13860,10,Minivan,TRUE,0,0,FALSE,0,TRUE,42,15,96752,274947,13,FALSE,0
"8779",0,2,FALSE,TRUE,TRUE,1,Student,34,FALSE,5000,19,Pickup,FALSE,7788,3,FALSE,4,TRUE,35,15,34385,0,9,FALSE,0
"8780",0,0,FALSE,TRUE,TRUE,3,None,42,FALSE,22850,4,Panel Truck,TRUE,0,0,FALSE,3,TRUE,36,12,101077,239934,16,FALSE,0
"8781",0,4,FALSE,TRUE,FALSE,1,Blue Collar,43,FALSE,22780,1,Pickup,FALSE,7119,1,FALSE,8,TRUE,57,19,39953,166747,1,TRUE,7736.66846705225
"8782",0,0,FALSE,TRUE,FALSE,1,Manager,48,TRUE,29770,6,SUV,FALSE,0,0,TRUE,2,TRUE,53,14,33303,161352,1,FALSE,0
"8783",0,0,FALSE,TRUE,FALSE,3,Lawyer,63,TRUE,23450,4,Minivan,FALSE,19336,2,TRUE,3,TRUE,38,11,181453,460598,14,FALSE,0
"8784",0,0,FALSE,TRUE,FALSE,4,Manager,16,TRUE,11400,1,Sports Car,FALSE,0,0,FALSE,1,TRUE,47,9,40764,158061,14,FALSE,0
"8785",0,3,FALSE,TRUE,FALSE,3,None,59,TRUE,12180,10,SUV,FALSE,7820,3,FALSE,3,TRUE,28,11,131876,216473,8,FALSE,0
"8786",0,0,FALSE,TRUE,TRUE,3,Lawyer,40,TRUE,13130,1,SUV,TRUE,0,0,FALSE,2,TRUE,64,10,96238,290724,1,FALSE,0
"8787",0,0,FALSE,FALSE,TRUE,1,Blue Collar,50,FALSE,23400,7,Panel Truck,TRUE,2047,2,FALSE,7,TRUE,17,6,40015,152243,1,TRUE,7038.04895088563
"8788",0,0,FALSE,TRUE,TRUE,1,Professional,55,FALSE,11810,8,Pickup,TRUE,8446,1,FALSE,7,TRUE,46,9,57136,192619,8,TRUE,6227.1315861376
"8789",0,0,FALSE,TRUE,FALSE,2,Manager,48,TRUE,13520,1,SUV,FALSE,0,0,FALSE,0,TRUE,50,13,61082,177094,7,FALSE,0
"8790",0,0,FALSE,TRUE,TRUE,2,Manager,14,TRUE,11340,6,Minivan,TRUE,0,0,FALSE,2,TRUE,46,14,52411,158113,8,FALSE,0
"8791",0,0,FALSE,TRUE,TRUE,2,Blue Collar,11,FALSE,11770,1,Pickup,FALSE,48743,3,TRUE,6,TRUE,35,12,67702,181552,9,TRUE,4558.43910422661
"8792",0,0,FALSE,TRUE,TRUE,1,Student,23,FALSE,33540,4,Minivan,TRUE,0,0,FALSE,0,FALSE,48,0,0,0,1,FALSE,0
"8793",0,0,FALSE,FALSE,FALSE,3,None,35,FALSE,37320,6,Pickup,FALSE,0,0,TRUE,0,TRUE,58,10,153831,0,13,FALSE,0
"8794",2,2,FALSE,TRUE,FALSE,1,Home Maker,46,TRUE,5400,1,Sports Car,FALSE,0,0,FALSE,1,FALSE,39,0,16976,99103,1,FALSE,0
"8795",0,0,FALSE,FALSE,FALSE,4,Doctor,18,TRUE,13310,1,SUV,FALSE,3087,2,FALSE,0,TRUE,36,8,82109,267268,14,FALSE,0
"8796",0,0,FALSE,TRUE,TRUE,4,None,16,FALSE,7000,8,Pickup,TRUE,22215,2,TRUE,0,TRUE,55,12,291182,669271,12,FALSE,0
"8797",0,0,FALSE,TRUE,TRUE,4,None,36,FALSE,30610,6,Panel Truck,TRUE,1853,1,FALSE,2,TRUE,40,11,126483,388549,14,FALSE,0
"8798",0,0,FALSE,FALSE,TRUE,3,Manager,28,FALSE,28290,7,Panel Truck,TRUE,0,0,FALSE,2,TRUE,46,13,175117,258261,16,FALSE,1.3622956208581e-12
"8799",0,2,FALSE,TRUE,FALSE,1,Blue Collar,32,FALSE,24510,1,Pickup,FALSE,24295,1,TRUE,3,TRUE,41,14,53940,182684,1,TRUE,5410.05406086972
"8800",0,0,FALSE,TRUE,TRUE,2,Blue Collar,28,FALSE,10420,4,Pickup,FALSE,0,0,FALSE,0,TRUE,40,9,49182,186066,13,FALSE,0
"8801",1,3,FALSE,TRUE,FALSE,2,Professional,23,FALSE,31920,6,Van,FALSE,6274,2,FALSE,0,TRUE,41,13,104088,296329,3,FALSE,0
"8802",0,0,FALSE,TRUE,TRUE,1,Clerical,29,TRUE,14380,1,Minivan,FALSE,5095,2,FALSE,0,TRUE,37,11,24933,112656,1,FALSE,0
"8803",0,1,TRUE,FALSE,TRUE,2,Professional,50,TRUE,21970,6,Van,TRUE,40682,1,FALSE,6,TRUE,60,13,144202,0,10,FALSE,3.25956276300517e-11
"8804",0,3,FALSE,TRUE,FALSE,0,Student,24,TRUE,5690,7,SUV,FALSE,0,0,FALSE,2,FALSE,39,17,2947,0,1,FALSE,0
"8805",0,0,FALSE,TRUE,FALSE,3,Manager,36,TRUE,6200,6,SUV,FALSE,0,0,FALSE,1,TRUE,47,13,116008,318397,15,FALSE,0
"8806",0,0,FALSE,TRUE,TRUE,2,Professional,45,FALSE,38340,10,Panel Truck,TRUE,3841,1,FALSE,6,TRUE,37,7,113153,281454,9,FALSE,0
"8807",1,2,TRUE,FALSE,FALSE,2,Professional,39,TRUE,22070,3,SUV,FALSE,44668,1,TRUE,0,TRUE,43,11,96011,320017,4,FALSE,0
"8808",0,0,FALSE,TRUE,TRUE,1,Professional,13,FALSE,27520,1,Panel Truck,TRUE,0,0,TRUE,0,TRUE,52,7,73574,224049,1,FALSE,0
"8809",0,0,FALSE,TRUE,TRUE,1,Professional,43,TRUE,20310,3,Van,TRUE,7467,2,FALSE,3,TRUE,49,14,34628,159544,1,FALSE,0
"8810",3,3,FALSE,TRUE,TRUE,3,Manager,16,TRUE,3520,1,Minivan,FALSE,8167,2,FALSE,5,TRUE,43,15,69245,245316,12,FALSE,0
"8811",0,0,FALSE,FALSE,FALSE,4,Professional,23,TRUE,6900,1,SUV,FALSE,0,0,FALSE,4,TRUE,54,10,139157,0,19,FALSE,0
"8812",0,0,FALSE,TRUE,TRUE,2,Manager,26,FALSE,32570,13,Panel Truck,TRUE,0,0,FALSE,0,TRUE,41,14,139975,385020,6,FALSE,0
"8813",0,0,FALSE,TRUE,TRUE,0,Blue Collar,5,TRUE,10250,10,Pickup,TRUE,0,0,FALSE,0,TRUE,47,15,40495,196730,4,FALSE,0
"8814",2,3,TRUE,FALSE,TRUE,0,Student,47,TRUE,5100,9,Pickup,FALSE,7205,2,FALSE,1,TRUE,36,0,0,0,8,TRUE,5023.89668044839
"8815",0,1,FALSE,TRUE,FALSE,2,Blue Collar,44,TRUE,19890,6,Minivan,FALSE,0,0,FALSE,0,FALSE,33,12,111718,304908,8,FALSE,0
"8816",0,1,FALSE,TRUE,TRUE,2,Professional,29,TRUE,10280,14,Pickup,TRUE,2548,2,FALSE,2,TRUE,31,10,56782,192337,1,FALSE,0
"8817",0,0,FALSE,TRUE,FALSE,2,Blue Collar,31,FALSE,18020,1,SUV,FALSE,0,0,FALSE,0,TRUE,49,12,106161,282961,16,FALSE,0
"8818",1,2,FALSE,TRUE,TRUE,2,Student,32,FALSE,22930,6,Panel Truck,TRUE,0,0,FALSE,0,TRUE,40,16,16641,0,10,FALSE,0
"8819",0,0,FALSE,TRUE,TRUE,3,Manager,37,TRUE,23990,3,Minivan,TRUE,0,0,FALSE,2,TRUE,65,10,85894,302832,19,FALSE,0
"8820",0,0,FALSE,TRUE,TRUE,1,Clerical,14,TRUE,22880,4,Minivan,TRUE,0,0,TRUE,0,TRUE,38,12,27370,111642,9,FALSE,0
"8821",0,0,FALSE,FALSE,TRUE,1,Blue Collar,33,FALSE,8450,10,Pickup,FALSE,0,0,FALSE,0,FALSE,54,13,63339,0,10,FALSE,0
"8822",0,0,FALSE,TRUE,FALSE,2,Student,32,FALSE,19780,4,SUV,FALSE,1645,1,FALSE,3,TRUE,49,14,26301,0,12,FALSE,0
"8823",0,0,FALSE,TRUE,FALSE,1,Professional,32,TRUE,5590,6,SUV,FALSE,14074,3,TRUE,0,TRUE,49,13,46507,153166,7,FALSE,0
"8824",0,0,FALSE,FALSE,FALSE,2,Student,34,TRUE,8910,20,SUV,FALSE,957,3,FALSE,5,TRUE,48,9,43636,0,14,FALSE,0
"8825",0,0,FALSE,FALSE,TRUE,3,Lawyer,71,TRUE,19610,3,Van,TRUE,0,0,FALSE,0,TRUE,51,15,128221,303037,8,FALSE,0
"8826",0,0,FALSE,FALSE,FALSE,1,Clerical,21,TRUE,5600,10,Minivan,FALSE,0,0,FALSE,1,TRUE,41,13,40466,0,1,FALSE,0
"8827",0,1,FALSE,TRUE,TRUE,1,Clerical,14,TRUE,8850,1,Pickup,TRUE,1109,3,FALSE,5,TRUE,31,13,42492,163297,8,FALSE,0
"8828",0,0,FALSE,TRUE,TRUE,4,None,18,FALSE,24400,6,Panel Truck,TRUE,23116,3,TRUE,0,TRUE,47,10,59963,195091,9,FALSE,0
"8829",0,0,FALSE,TRUE,FALSE,3,Lawyer,40,TRUE,14590,4,Minivan,FALSE,0,0,FALSE,0,TRUE,49,15,99292,274564,20,FALSE,0
"8830",0,0,FALSE,TRUE,FALSE,1,Blue Collar,32,TRUE,5480,12,Sports Car,FALSE,8806,1,FALSE,3,TRUE,55,12,39833,156508,1,FALSE,0
"8831",0,0,FALSE,TRUE,FALSE,3,Lawyer,20,TRUE,49940,7,Sports Car,FALSE,0,0,FALSE,3,TRUE,45,11,177365,401307,14,FALSE,0
"8832",0,0,FALSE,TRUE,TRUE,1,Clerical,12,FALSE,17350,10,Van,FALSE,0,0,FALSE,0,TRUE,44,7,18189,128578,8,FALSE,0
"8833",0,0,FALSE,TRUE,FALSE,2,Home Maker,45,TRUE,1500,1,SUV,FALSE,5379,3,FALSE,7,TRUE,51,14,15732,104143,12,TRUE,2939.57915433024
"8834",0,1,TRUE,FALSE,TRUE,0,Student,21,TRUE,1980,9,Minivan,TRUE,3018,3,FALSE,5,TRUE,28,8,4843,0,1,TRUE,5000.27233420843
"8835",0,0,FALSE,FALSE,FALSE,0,Clerical,28,TRUE,9330,6,SUV,FALSE,0,0,FALSE,0,FALSE,43,13,35293,0,1,FALSE,0
"8836",1,2,FALSE,TRUE,TRUE,1,Clerical,36,TRUE,10100,1,Pickup,TRUE,11626,2,FALSE,0,TRUE,37,13,31212,155824,1,FALSE,0
"8837",0,2,FALSE,TRUE,FALSE,3,None,40,FALSE,23710,1,Pickup,FALSE,0,0,FALSE,2,TRUE,37,8,82971,240550,13,FALSE,0
"8838",2,2,TRUE,FALSE,FALSE,3,Home Maker,67,TRUE,18710,10,Sports Car,FALSE,0,0,FALSE,1,FALSE,42,12,72710,0,12,FALSE,0
